"Participant","SimpleRT_EarlyPresses","DoggoNogo_EarlyPresses","Recruitment","Condition","Experiment_StartDate","Experiment_Duration","SimpleRT_start","SimpleRT_end","Browser_Version","Mobile","Platform","Screen_Width","Screen_Height","Refresh_Rate","Gender","Age","Handedness","Education","Student","Discipline","Ethnicity","Country","Experiment_Enjoyment","Experiment_Feedback","Assessment_Enjoyment_DoggoNogo","Assessment_Enjoyment_Simple","Assessment_Duration_DoggoNogo","Assessment_Duration_Simple","Assessment_Repeat_DoggoNogo","Assessment_Repeat_Simple","Education.Comment","Discipline.Comment","Gender.Comment","DoggoNogo_ID","DoggoNogo_Study","DoggoNogo_Start","DoggoNogo_End","DoggoNogo_Level1_N","DoggoNogo_L1_Start","DoggoNogo_L1_End","DoggoNogo_Duration","SimpleRT_Duration"
"S120",0.0416666666666667,0.0318471337579618,"SONA","DoggoFirst",2024-12-02 13:31:30,24.29535,874550,1400631,"chrome 131.0.0","false","Windows 10",1280,585,60.92,"Female",19,"Right-handed","High school",TRUE,NA,"White","United Kingdom",3,NA,5,1,10,7,1,-2,NA,NA,NA,"eE1te9K02122024","DoggoNogoValidation",2024-12-02 13:33:51,2024-12-02 13:44:55,150,2024-12-02 13:34:01,2024-12-02 13:44:55,11.0666666666667,8.76801666666667
"S119",0.0563380281690141,0.0169491525423729,"SONA","SimpleFirst",2024-12-02 12:50:59,21.8445166666667,86970,685183,"chrome 130.0.0","false","Mac OS",1440,778,61.37,"Male",21,"Right-handed","High school",TRUE,NA,"White","United Kingdom",1,NA,0,0,10,10,-4,-3,NA,NA,NA,"eO6Zkd202122024","DoggoNogoValidation",2024-12-02 13:03:41,2024-12-02 13:12:06,150,2024-12-02 13:03:53,2024-12-02 13:12:05,8.41666666666667,9.97021666666667
"S134",0.0869565217391304,0.0285714285714286,"SONA","SimpleFirst",2024-12-03 23:04:06,21.4074833333333,48300,687369,"chrome 131.0.0","false","Windows 10",1536,730,146.48,"Male",19,"Right-handed","High school",TRUE,NA,"Black","United Kingdom",0,"Interesting study. However, was frustrating when i would click so fast that i registered as a double click at times.",2,0,10,10,-2,-3,NA,NA,NA,"hZy5ET303122024","DoggoNogoValidation",2024-12-03 23:16:36,2024-12-03 23:24:25,150,2024-12-03 23:16:46,2024-12-03 23:24:25,7.81666666666667,10.65115
"S049",0.0204081632653061,0.040983606557377,"SONA","DoggoFirst",2024-11-24 13:05:41,19.4279666666667,650452,1138675,"chrome 130.0.0","false","Windows 10",1187,599,61.17,"Female",19,"Right-handed","High school",TRUE,NA,"White","United Kingdom",2,NA,2,0,4,5,-3,-4,NA,NA,NA,"hljWwu424112024","DoggoNogoValidation",2024-11-24 13:07:24,2024-11-24 13:15:45,150,2024-11-24 13:07:39,2024-11-24 13:15:45,8.35,8.13705
"S129",0.0416666666666667,0.024,"SONA","DoggoFirst",2024-12-03 08:50:23,20.7083833333333,701054,1210786,"chrome 131.0.0","false","Windows 10",1536,889,61.64,"Male",19,"Left-handed","High school",TRUE,NA,"Mixed","United Kingdom",3,NA,6,2,7,5,0,-4,NA,NA,NA,"H15WNVp03122024","DoggoNogoValidation",2024-12-03 08:52:38,2024-12-03 09:01:18,150,2024-12-03 08:52:48,2024-12-03 09:01:18,8.66666666666667,8.49553333333333
"S068",0.0638297872340425,0.0503597122302158,"SONA","SimpleFirst",2024-11-25 18:03:01,25.78925,319724,846493,"chrome 131.0.0","false","Mac OS",1440,778,61.53,"Female",20,"Right-handed","High school",FALSE,NA,"White","United Kingdom",2,NA,4,1,10,5,-1,0,NA,NA,NA,"kRLPvpn25112024","DoggoNogoValidation",2024-11-25 18:18:19,2024-11-25 18:28:04,150,2024-11-25 18:18:29,2024-11-25 18:28:04,9.75,8.77948333333333
"S127",0.0204081632653061,0.0431034482758621,"SONA","SimpleFirst",2024-12-03 02:16:38,19.7519666666667,30458,575460,"firefox 132.0.0","false","Windows 10",1280,587,61.1,"Male",19,"Right-handed","High school",TRUE,NA,"White","United Kingdom",2,NA,3,1,6,10,0,0,NA,NA,NA,"FtHQtNO03122024","DoggoNogoValidation",2024-12-03 02:27:40,2024-12-03 02:35:28,150,2024-12-03 02:27:50,2024-12-03 02:35:28,7.8,9.08336666666667
"S107",0.0273972602739726,0.0377358490566038,"SONA","DoggoFirst",2024-11-29 17:03:53,21.7431666666667,705505,1257739,"chrome 131.0.0","false","Mac OS",1512,857,120.87,"Male",20,"Right-handed","High school",TRUE,NA,"White","United Kingdom",0,NA,1,0,10,10,-4,-4,NA,NA,NA,"7cv9w7H29112024","DoggoNogoValidation",2024-11-29 17:06:49,2024-11-29 17:14:35,150,2024-11-29 17:06:59,2024-11-29 17:14:35,7.76666666666667,9.2039
"S067",0.401869158878505,0.043956043956044,"SONA","SimpleFirst",2024-11-25 17:58:18,20.8355,50821,619106,"safari 16.6.0","false","Mac OS",817,721,29.99,"Female",18,"Right-handed","Bachelor",TRUE,"Psychology, Neuroscience","White","United Kingdom",4,"no",7,1,9,10,2,-3,NA,NA,NA,"5jR7mii25112024","DoggoNogoValidation",2024-11-25 18:10:22,2024-11-25 18:18:41,150,2024-11-25 18:10:46,2024-11-25 18:18:41,8.31666666666667,9.47141666666667
"S023",0.12781954887218,0.0181818181818182,"SONA","DoggoFirst",2024-11-21 12:26:48,21.1385166666667,671352,1212893,"safari 17.6.0","false","Mac OS",1214,752,60.73,"Female",19,"Right-handed","High school",TRUE,NA,"South Asian","United Kingdom",3,NA,3,2,10,15,0,-2,NA,NA,NA,"24XgQKZ21112024","DoggoNogoValidation",2024-11-21 12:29:07,2024-11-21 12:37:13,150,2024-11-21 12:29:16,2024-11-21 12:37:13,8.1,9.02568333333334
"S029",0.0344827586206897,0.00892857142857143,"SONA","SimpleFirst",2024-11-21 15:52:46,22.0607666666667,143824,576223,"chrome 130.0.0","false","Mac OS",1440,812,61.95,"Male",23,"Right-handed","High school",TRUE,NA,"White","United Kingdom",0,"One of the issues with Psychological research today is the vast majority of it is people carrying out studies simply because they found a 'gap' in the literature. In actuality, some things are simply not worth studying. Unfortunately, this study appears to fall into this camp.",0,0,13,10,-4,-3,NA,NA,NA,"ZFvwIZn21112024","DoggoNogoValidation",2024-11-21 16:03:45,2024-11-21 16:11:48,150,2024-11-21 16:03:56,2024-11-21 16:11:48,8.05,7.20665
"S061",0.00671140939597315,0.0175438596491228,"SONA","SimpleFirst",2024-11-25 13:12:15,21.0690333333333,40338,530801,"chrome 128.0.0","false","Mac OS",1440,731,60.83,"Female",19,"Left-handed","High school",TRUE,NA,"White","United Kingdom",3,"i enjoyed the dog part most. in part 1, it could have other coloured boxes as well for more attention focuses reactions",6,4,15,7,-1,-3,NA,NA,NA,"YIC5AYV25112024","DoggoNogoValidation",2024-11-25 13:22:38,2024-11-25 13:31:44,150,2024-11-25 13:22:48,2024-11-25 13:31:44,9.1,8.17438333333333
"S149",0.00671140939597315,0.0266666666666667,"SONA","DoggoFirst",2024-12-05 14:21:31,22.47975,814484,1326296,"safari 16.4.1","false","Mac OS",1440,848,60.48,"Female",19,"Right-handed","High school",TRUE,NA,"White","United Kingdom",2,NA,4,4,10,6,-3,-1,NA,NA,NA,"HQlYQKa05122024","DoggoNogoValidation",2024-12-05 14:23:29,2024-12-05 14:33:50,150,2024-12-05 14:23:40,2024-12-05 14:33:50,10.35,8.5302
"S088",0.260504201680672,0.0275229357798165,"SONA","SimpleFirst",2024-11-27 16:00:01,19.86175,44017,588963,"chrome 131.0.0","false","Mac OS",1440,812,60.96,"Female",20,"Right-handed","High school",TRUE,NA,"White","United Kingdom",3,NA,3,4,8,7,-1,1,NA,NA,NA,"AT3sJle27112024","DoggoNogoValidation",2024-11-27 16:10:57,2024-11-27 16:19:07,150,2024-11-27 16:11:07,2024-11-27 16:19:07,8.16666666666667,9.08243333333333
"S027",0.0204081632653061,0.0306122448979592,"SONA","SimpleFirst",2024-11-21 14:50:43,20.9112,94056,614270,"chrome 131.0.0","false","Windows 10",1536,730,61.07,"Female",18,"Right-handed","High school",TRUE,NA,"White","United Kingdom",3,NA,6,4,8,7,0,-1,NA,NA,NA,"kqCy2cq21112024","DoggoNogoValidation",2024-11-21 15:02:32,2024-11-21 15:10:42,150,2024-11-21 15:02:42,2024-11-21 15:10:42,8.16666666666667,8.67023333333333
"S102",0.0273972602739726,0.0504201680672269,"SONA","SimpleFirst",2024-11-28 22:17:04,18.8085,107106,545089,"chrome 131.0.0","false","Mac OS",961,932,61.96,"Male",18,"Right-handed","Bachelor",TRUE,"Psychology, Neuroscience","White","United Kingdom",3,NA,2,6,10,4,-3,0,NA,NA,NA,"y9mb3q228112024","DoggoNogoValidation",2024-11-28 22:27:01,2024-11-28 22:35:26,150,2024-11-28 22:27:11,2024-11-28 22:35:26,8.41666666666667,7.29971666666667
"S025",0.111111111111111,0.00854700854700855,"SONA","DoggoFirst",2024-11-21 14:24:14,19.1905,663578,1135122,"safari 17.6.0","false","Mac OS",1194,791,60.98,"Female",18,"Right-handed","High school",TRUE,NA,"South Asian","United Kingdom",2,NA,2,4,7,10,-1,-3,NA,NA,NA,"En1zpbu21112024","DoggoNogoValidation",2024-11-21 14:26:26,2024-11-21 14:34:40,150,2024-11-21 14:26:35,2024-11-21 14:34:40,8.23333333333333,7.85906666666667
"S059",0.136363636363636,0.00666666666666667,"SONA","DoggoFirst",2024-11-25 12:53:48,21.9274,790670,1294499,"chrome 128.0.0","false","Mac OS",1280,712,60.51,"Female",19,"Right-handed","Bachelor",TRUE,"Psychology, Neuroscience","Hispanic/Latino","United Kingdom",2,"no",1,0,15,15,-3,-4,NA,NA,NA,"hyKnlj325112024","DoggoNogoValidation",2024-11-25 12:55:22,2024-11-25 13:06:12,150,2024-11-25 12:55:36,2024-11-25 13:06:12,10.8333333333333,8.39715
"S069",0.048951048951049,0.0608695652173913,"SONA","SimpleFirst",2024-11-25 18:09:34,17.9507833333333,53564,479438,"safari 17.6.0","false","Mac OS",1180,777,56.6,"Female",19,"Right-handed","High school",TRUE,NA,"White","United Kingdom",2,NA,3,1,15,10,-1,-3,NA,NA,NA,"PnAd1ug25112024","DoggoNogoValidation",2024-11-25 18:18:39,2024-11-25 18:26:57,150,2024-11-25 18:18:48,2024-11-25 18:26:57,8.3,7.0979
"S094",0.0416666666666667,0.0291970802919708,"SONA","SimpleFirst",2024-11-27 19:20:21,25.4818,53234,710056,"safari 16.6.0","false","Mac OS",1280,720,60.67,"Female",20,"Right-handed","High school",TRUE,NA,"White","United Kingdom",1,"my hand went numb whilst participating in the study, which I think impacted my reaction time ",3,3,15,20,-2,-3,NA,NA,NA,"sbJzEWd27112024","DoggoNogoValidation",2024-11-27 19:34:34,2024-11-27 19:44:51,150,2024-11-27 19:34:53,2024-11-27 19:44:51,10.2833333333333,10.9470333333333
"S038",0.079136690647482,0.0149253731343284,"SONA","SimpleFirst",2024-11-22 17:30:51,20.5980166666667,51497,542747,"edge-chromium 131.0.0","false","Windows 10",1528,738,61.32,"Female",19,"Right-handed","High school",TRUE,NA,"White","United Kingdom",2,NA,4,1,20,12,-1,-1,NA,NA,NA,"ZB3F8JL22112024","DoggoNogoValidation",2024-11-22 17:41:05,2024-11-22 17:50:56,150,2024-11-22 17:41:20,2024-11-22 17:50:56,9.85,8.1875
"S022",0.00671140939597315,0.027027027027027,"SONA","DoggoFirst",2024-11-20 22:27:48,17.7944166666667,581842,1039200,"edge-chromium 131.0.0","false","Windows 10",630,586,61.61,"Female",19,"Right-handed","High school",TRUE,NA,"Mixed","United Kingdom",3,NA,5,2,5,10,0,-2,NA,NA,NA,"znn48at20112024","DoggoNogoValidation",2024-11-20 22:29:33,2024-11-20 22:36:46,150,2024-11-20 22:29:42,2024-11-20 22:36:46,7.21666666666667,7.62263333333333
"S111",0.0204081632653061,0.078125,"SONA","DoggoFirst",2024-11-30 16:35:45,19.4756666666667,674110,1139869,"chrome 130.0.0","false","Mac OS",1440,812,61.68,"Female",21,"Right-handed","High school",TRUE,NA,"White","United Kingdom",0,NA,0,0,4,7,-4,-4,NA,NA,NA,"B7xzMwv30112024","DoggoNogoValidation",2024-11-30 16:36:54,2024-11-30 16:45:59,150,2024-11-30 16:37:03,2024-11-30 16:45:59,9.08333333333333,7.76265
"S148",0.00671140939597315,0.00892857142857143,"SONA","SimpleFirst",2024-12-05 12:26:40,20.2829333333333,48108,484650,"safari 18.1.0","false","Mac OS",1440,820,57.64,"Female",20,"Right-handed","High school",TRUE,NA,"White","United Kingdom",2,NA,1,1,5,10,-4,-4,NA,NA,NA,"P31YmEn05122024","DoggoNogoValidation",2024-12-05 12:38:37,2024-12-05 12:46:32,150,2024-12-05 12:38:48,2024-12-05 12:46:32,7.91666666666667,7.2757
"S037",0.0135135135135135,0.00826446280991736,"SONA","DoggoFirst",2024-11-22 16:21:59,24.8963333333333,800463,1288450,"chrome 130.0.0","false","Windows 10",1280,631,61.06,"Female",19,"Right-handed","High school",TRUE,NA,"White","United Kingdom",4,"definitely something different the first task was fun I enjoyed doing it compared to the second one , for me at least the first time having something interactive and fun in a study.  ",7,1,6,10,3,-1,NA,NA,NA,"XENVbbV22112024","DoggoNogoValidation",2024-11-22 16:24:34,2024-11-22 16:34:14,150,2024-11-22 16:24:43,2024-11-22 16:34:14,9.66666666666667,8.13311666666667
"S092",0.181102362204724,0.0165289256198347,"SONA","SimpleFirst",2024-11-27 17:40:25,23.9062,77720,716566,"chrome 130.0.0","false","Mac OS",1440,812,61.87,"Female",18,"Right-handed","High school",TRUE,NA,"White","United Kingdom",1,NA,4,1,15,19,1,-1,NA,NA,NA,"K5BR17527112024","DoggoNogoValidation",2024-11-27 17:53:50,2024-11-27 18:03:41,150,2024-11-27 17:53:59,2024-11-27 18:03:41,9.85,10.6474333333333
"S135",0.0714285714285714,0.0194174757281553,"SONA","SimpleFirst",2024-12-04 14:17:38,35.5138,108879,1375997,"chrome 130.0.0","false","Mac OS",1440,730,61.18,"Female",20,"Right-handed","High school",TRUE,NA,"South Asian","United Kingdom",2,NA,5,3,10,25,-1,-2,NA,NA,NA,"HR4IRtH04122024","DoggoNogoValidation",2024-12-04 14:41:57,2024-12-04 14:52:47,150,2024-12-04 14:42:06,2024-12-04 14:52:47,10.8333333333333,21.1186333333333
"S003",0.00671140939597315,0,"SONA","DoggoFirst",2024-11-19 16:09:13,21.2147166666667,816468,1252277,"chrome 131.0.0","false","Windows 10",1280,551,61.77,"Female",20,"Right-handed","Other",NA,NA,"White","United Kingdom",4,NA,6,3,10,10,2,0,"collage",NA,NA,"tTyspbH19112024","DoggoNogoValidation",2024-11-19 16:11:41,2024-11-19 16:21:50,150,2024-11-19 16:11:56,2024-11-19 16:21:50,10.15,7.26348333333333
"S008",0.0416666666666667,0.00769230769230769,"SONA","SimpleFirst",2024-11-19 20:30:32,22.44035,131879,644416,"edge-chromium 131.0.0","false","Windows 10",1528,898,61.61,"Female",20,"Right-handed","High school",TRUE,NA,"White","United Kingdom",2,NA,2,3,15,10,-4,0,NA,NA,NA,"BpNpmOs19112024","DoggoNogoValidation",2024-11-19 20:42:38,2024-11-19 20:52:17,150,2024-11-19 20:42:48,2024-11-19 20:52:17,9.65,8.54228333333333
"S052",0.0563380281690141,0.0573770491803279,"SONA","DoggoFirst",2024-11-24 16:09:19,26.3284833333333,758371,1544856,"chrome 130.0.0","false","Mac OS",1440,812,61.23,"Female",18,"Right-handed","High school",TRUE,NA,"Middle Eastern/North African","United Kingdom",1,NA,2,1,12,10,-3,-3,NA,NA,NA,"h0ihbG024112024","DoggoNogoValidation",2024-11-24 16:11:28,2024-11-24 16:20:53,150,2024-11-24 16:11:37,2024-11-24 16:20:53,9.41666666666667,13.1080833333333
"S123",0.25,0.0388349514563107,"SONA","DoggoFirst",2024-12-02 15:39:33,29.4631833333333,691571,1738054,"chrome 131.0.0","false","Mac OS",1440,753,60.92,"Female",19,"Right-handed","High school",TRUE,NA,"Southeast Asian","United States",3,NA,5,5,10,12,1,2,NA,NA,NA,"g3iYG7002122024","DoggoNogoValidation",2024-12-02 15:42:02,2024-12-02 15:50:18,150,2024-12-02 15:42:12,2024-12-02 15:50:18,8.26666666666667,17.4413833333333
"S125",0.0135135135135135,0,"SONA","SimpleFirst",2024-12-02 20:55:34,19.0337,65611,556226,"chrome 131.0.0","false","Windows 10",1280,551,61.82,"Female",22,"Right-handed","High school",TRUE,NA,"White","United Kingdom",2,NA,2,1,10,15,-1,-1,NA,NA,NA,"enWDevK02122024","DoggoNogoValidation",2024-12-02 21:06:49,2024-12-02 21:13:44,150,2024-12-02 21:06:59,2024-12-02 21:13:44,6.91666666666667,8.17691666666667
"S050",0.0135135135135135,0.0260869565217391,"SONA","SimpleFirst",2024-11-24 14:23:44,24.1582666666667,88520,659798,"safari 16.6.0","false","Mac OS",1066,628,60.85,"Female",21,"Right-handed","High school",TRUE,NA,"White","United Kingdom",3,NA,4,3,15,15,1,0,NA,NA,NA,"KrA739U24112024","DoggoNogoValidation",2024-11-24 14:37:58,2024-11-24 14:47:11,150,2024-11-24 14:38:08,2024-11-24 14:47:11,9.21666666666667,9.5213
"S051",0.162790697674419,0.0421052631578947,"SONA","DoggoFirst",2024-11-24 14:41:09,20.6666,731796,1219952,"chrome 131.0.0","false","Windows 10",1266,722,60.63,"Male",19,"Right-handed","Bachelor",TRUE,"Psychology, Neuroscience","Mixed","United Kingdom",0,NA,3,0,12,20,-4,-4,NA,NA,NA,"Kwy1wCy24112024","DoggoNogoValidation",2024-11-24 14:44:47,2024-11-24 14:52:47,150,2024-11-24 14:44:57,2024-11-24 14:52:47,8,8.13593333333333
"S096",0.0135135135135135,0.0421052631578947,"SONA","DoggoFirst",2024-11-28 00:03:55,16.9291,542721,1002235,"chrome 131.0.0","false","Windows 10",1280,551,61.46,"Female",18,"Right-handed","High school",TRUE,NA,"South Asian","United Kingdom",2,NA,1,0,3.5,5,-4,-4,NA,NA,NA,"RLw6QO128112024","DoggoNogoValidation",2024-11-28 00:04:55,2024-11-28 00:12:25,150,2024-11-28 00:05:05,2024-11-28 00:12:25,7.5,7.65856666666667
"S113",0.0273972602739726,0.0305343511450382,"SONA","DoggoFirst",2024-12-01 13:39:17,21.9061,772758,1274897,"chrome 131.0.0","false","Windows 10",1280,632,61.97,"Female",19,"Right-handed","High school",TRUE,NA,"White","United Kingdom",3,NA,5,3,10,15,0,-1,NA,NA,NA,"m4ZNZ5h01122024","DoggoNogoValidation",2024-12-01 13:41:34,2024-12-01 13:50:55,150,2024-12-01 13:41:44,2024-12-01 13:50:55,9.35,8.36898333333333
"S018",0.048951048951049,0.0695652173913043,"SONA","DoggoFirst",2024-11-20 18:11:33,23.2379166666667,664818,1297972,"safari 17.5.0","false","Mac OS",1324,754,59.94,"Female",18,"Right-handed","High school",TRUE,NA,"White","United Kingdom",1,NA,0,0,10,20,-4,-4,NA,NA,NA,"2g5E8M320112024","DoggoNogoValidation",2024-11-20 18:13:15,2024-11-20 18:21:48,150,2024-11-20 18:13:25,2024-11-20 18:21:48,8.55,10.5525666666667
"S124",0.181102362204724,0.0238095238095238,"SONA","DoggoFirst",2024-12-02 16:26:39,19.1494166666667,632828,1131024,"chrome 129.0.0","false","Mac OS",1440,778,61.53,"Female",20,"Right-handed","High school",TRUE,NA,"White","United Kingdom",4,NA,7,4,10,10,2,-1,NA,NA,NA,"XaJmR3T02122024","DoggoNogoValidation",2024-12-02 16:28:18,2024-12-02 16:36:45,150,2024-12-02 16:28:27,2024-12-02 16:36:45,8.45,8.30326666666667
"S153",0.0416666666666667,0,"SONA","DoggoFirst",2024-12-05 17:37:58,20.51795,726224,1200752,"chrome 130.0.0","false","Chrome OS",1536,695,61.32,"Female",21,"Right-handed","High school",TRUE,NA,"White","United Kingdom",2,NA,4,1,10,10,-1,-2,NA,NA,NA,"d8nMWvm05122024","DoggoNogoValidation",2024-12-05 17:39:46,2024-12-05 17:48:19,150,2024-12-05 17:39:56,2024-12-05 17:48:19,8.55,7.9088
"S114",0.00671140939597315,0,"SONA","DoggoFirst",2024-12-01 16:26:30,21.22065,713931,1224453,"safari 18.0.0","false","Mac OS",1353,795,60.3,"Female",20,"Left-handed","High school",TRUE,NA,"White","United Kingdom",2,NA,4,1,8,15,0,-3,NA,NA,NA,"OEhZGIq01122024","DoggoNogoValidation",2024-12-01 16:29:59,2024-12-01 16:37:16,150,2024-12-01 16:30:25,2024-12-01 16:37:16,7.28333333333333,8.5087
"S101",0.0563380281690141,0.0309278350515464,"SONA","SimpleFirst",2024-11-28 21:35:30,19.7110166666667,54487,602947,"edge-chromium 131.0.0","false","Windows 10",1192,682,61.09,"Female",20,"Right-handed","High school",TRUE,NA,"White","United Kingdom",2,NA,3,5,10,10,-3,-1,NA,NA,NA,"4cAUy5y28112024","DoggoNogoValidation",2024-11-28 21:47:20,2024-11-28 21:54:30,150,2024-11-28 21:47:30,2024-11-28 21:54:30,7.16666666666667,9.141
"S044",0.0344827586206897,0.0833333333333333,"SONA","SimpleFirst",2024-11-23 17:20:14,23.2175,228659,688820,"edge-chromium 131.0.0","false","Windows 10",1496,877,60.75,"Female",18,"Right-handed","High school",TRUE,NA,"Black","United Kingdom",3,NA,5,5,10,5,0,0,NA,NA,NA,"ThwpzSP23112024","DoggoNogoValidation",2024-11-23 17:32:57,2024-11-23 17:42:49,150,2024-11-23 17:33:08,2024-11-23 17:42:49,9.86666666666667,7.66935
"S017",0.0204081632653061,0.0106382978723404,"SONA","SimpleFirst",2024-11-20 17:47:33,31.7144166666667,40396,938453,"safari 18.0.1","false","Mac OS",1280,720,59.7,"Female",19,"Right-handed","High school",TRUE,NA,"White","United Kingdom",2,NA,1,0,10,15,-1,0,NA,NA,NA,"ebxeakP20112024","DoggoNogoValidation",2024-11-20 18:10:34,2024-11-20 18:17:46,150,2024-11-20 18:10:45,2024-11-20 18:17:46,7.2,14.9676166666667
"S118",0.0204081632653061,0.055045871559633,"SONA","DoggoFirst",2024-12-02 12:27:55,20.4965,663109,1188760,"safari 16.6.0","false","Mac OS",1194,794,60.79,"Male",20,"Right-handed","High school",TRUE,NA,"Mixed","United Kingdom",4,NA,6,2,7,9,-1,-2,NA,NA,NA,"VGFfkz202122024","DoggoNogoValidation",2024-12-02 12:29:47,2024-12-02 12:38:06,150,2024-12-02 12:29:57,2024-12-02 12:38:06,8.31666666666667,8.76085
"S136",0.00671140939597315,0.0166666666666667,"SONA","DoggoFirst",2024-12-04 14:37:09,19.10205,604345,1112009,"edge-chromium 131.0.0","false","Windows 10",1528,738,61.01,"Female",19,"Right-handed","High school",TRUE,NA,"White","United Kingdom",3,NA,7,2,10,10,2,-2,NA,NA,NA,"I7nCxxt04122024","DoggoNogoValidation",2024-12-04 14:38:29,2024-12-04 14:46:35,150,2024-12-04 14:38:38,2024-12-04 14:46:35,8.1,8.46106666666667
"S138",0.0344827586206897,0.0099009900990099,"SONA","SimpleFirst",2024-12-04 15:08:02,26.4854333333333,258432,909926,"safari 17.0.0","false","Mac OS",1440,820,59.58,"Female",19,"Left-handed","High school",TRUE,NA,"White","United Kingdom",3,NA,7,1,10,8.5,4,1,NA,NA,NA,"S7nuF1l04122024","DoggoNogoValidation",2024-12-04 15:24:30,2024-12-04 15:34:02,150,2024-12-04 15:24:39,2024-12-04 15:34:02,9.53333333333333,10.8582333333333
"S035",0.00671140939597315,0.0099009900990099,"SONA","SimpleFirst",2024-11-22 14:10:15,16.23425,31922,476357,"edge-chromium 131.0.0","false","Windows 10",1912,964,59.93,"Male",21,"Ambidextrous","High school",TRUE,NA,"White","United Kingdom",1,NA,0,1,10,10,-4,-2,NA,NA,NA,"P9IzfIF22112024","DoggoNogoValidation",2024-11-22 14:19:00,2024-11-22 14:26:10,150,2024-11-22 14:19:11,2024-11-22 14:26:10,7.16666666666667,7.40725
"S055",0.0135135135135135,0.00952380952380952,"SONA","DoggoFirst",2024-11-24 20:45:41,19.7615833333333,599232,1132291,"edge-chromium 131.0.0","false","Windows 10",1432,774,60.85,"Female",20,"Right-handed","Bachelor",TRUE,"Psychology, Neuroscience","White","United Kingdom",3,NA,4,2,10,10,-2,-2,NA,NA,NA,"J5x4Jle24112024","DoggoNogoValidation",2024-11-24 20:47:03,2024-11-24 20:54:16,150,2024-11-24 20:47:12,2024-11-24 20:54:16,7.21666666666667,8.88431666666667
"S062",0.079136690647482,0.0344827586206897,"SONA","SimpleFirst",2024-11-25 13:54:50,20.97785,70950,544624,"safari 16.4.0","false","Mac OS",1280,720,30.14,"Female",20,"Right-handed","High school",TRUE,NA,"Black","United Kingdom",2,NA,4,2,15,15,-4,-1,NA,NA,NA,"IT72mNP25112024","DoggoNogoValidation",2024-11-25 14:05:58,2024-11-25 14:14:36,150,2024-11-25 14:06:08,2024-11-25 14:14:36,8.63333333333333,7.89456666666667
